5000000.000,-109.812
10000000.000,-91.796
15000000.000,-81.283
20000000.000,-73.856
25000000.000,-68.129
30000000.000,-63.482
35000000.000,-59.585
40000000.000,-56.241
45000000.000,-53.321
50000000.000,-50.737
55000000.000,-48.427
60000000.000,-46.342
65000000.000,-44.449
70000000.000,-42.717
75000000.000,-41.126
80000000.000,-39.656
85000000.000,-38.294
90000000.000,-37.025
95000000.000,-35.840
100000000.000,-34.730
105000000.000,-33.687
110000000.000,-32.705
115000000.000,-31.777
120000000.000,-30.899
125000000.000,-30.066
130000000.000,-29.274
135000000.000,-28.521
140000000.000,-27.802
145000000.000,-27.115
150000000.000,-26.457
155000000.000,-25.828
160000000.000,-25.223
165000000.000,-24.642
170000000.000,-24.083
175000000.000,-23.545
180000000.000,-23.026
185000000.000,-22.524
190000000.000,-22.039
195000000.000,-21.570
200000000.000,-21.116
205000000.000,-20.676
210000000.000,-20.248
215000000.000,-19.833
220000000.000,-19.430
225000000.000,-19.037
230000000.000,-18.655
235000000.000,-18.283
240000000.000,-17.920
245000000.000,-17.566
250000000.000,-17.220
255000000.000,-16.882
260000000.000,-16.552
265000000.000,-16.229
270000000.000,-15.913
275000000.000,-15.603
280000000.000,-15.300
285000000.000,-15.003
290000000.000,-14.712
295000000.000,-14.427
300000000.000,-14.147
305000000.000,-13.872
310000000.000,-13.602
315000000.000,-13.338
320000000.000,-13.078
325000000.000,-12.823
330000000.000,-12.573
335000000.000,-12.327
340000000.000,-12.085
345000000.000,-11.849
350000000.000,-11.616
355000000.000,-11.388
360000000.000,-11.165
365000000.000,-10.945
370000000.000,-10.731
375000000.000,-10.520
380000000.000,-10.315
385000000.000,-10.113
390000000.000,-9.917
395000000.000,-9.725
400000000.000,-9.538
405000000.000,-9.355
410000000.000,-9.178
415000000.000,-9.006
420000000.000,-8.838
425000000.000,-8.676
430000000.000,-8.519
435000000.000,-8.368
440000000.000,-8.222
445000000.000,-8.081
450000000.000,-7.946
455000000.000,-7.817
460000000.000,-7.693
465000000.000,-7.574
470000000.000,-7.461
475000000.000,-7.354
480000000.000,-7.252
485000000.000,-7.156
490000000.000,-7.065
495000000.000,-6.979
500000000.000,-6.899
505000000.000,-6.823
510000000.000,-6.752
515000000.000,-6.685
520000000.000,-6.623
525000000.000,-6.565
530000000.000,-6.511
535000000.000,-6.461
540000000.000,-6.413
545000000.000,-6.369
550000000.000,-6.328
555000000.000,-6.289
560000000.000,-6.252
565000000.000,-6.217
570000000.000,-6.183
575000000.000,-6.151
580000000.000,-6.120
585000000.000,-6.090
590000000.000,-6.060
595000000.000,-6.030
600000000.000,-6.000
605000000.000,-5.969
610000000.000,-5.938
615000000.000,-5.907
620000000.000,-5.874
625000000.000,-5.840
630000000.000,-5.804
635000000.000,-5.767
640000000.000,-5.728
645000000.000,-5.687
650000000.000,-5.645
655000000.000,-5.600
660000000.000,-5.553
665000000.000,-5.503
670000000.000,-5.452
675000000.000,-5.398
680000000.000,-5.342
685000000.000,-5.284
690000000.000,-5.224
695000000.000,-5.161
700000000.000,-5.096
705000000.000,-5.030
710000000.000,-4.962
715000000.000,-4.892
720000000.000,-4.821
725000000.000,-4.749
730000000.000,-4.676
735000000.000,-4.602
740000000.000,-4.528
745000000.000,-4.454
750000000.000,-4.380
755000000.000,-4.308
760000000.000,-4.236
765000000.000,-4.166
770000000.000,-4.099
775000000.000,-4.033
780000000.000,-3.971
785000000.000,-3.913
790000000.000,-3.858
795000000.000,-3.808
800000000.000,-3.763
805000000.000,-3.724
810000000.000,-3.690
815000000.000,-3.662
820000000.000,-3.641
825000000.000,-3.627
830000000.000,-3.620
835000000.000,-3.621
840000000.000,-3.629
845000000.000,-3.644
850000000.000,-3.667
855000000.000,-3.697
860000000.000,-3.735
865000000.000,-3.779
870000000.000,-3.831
875000000.000,-3.888
880000000.000,-3.952
885000000.000,-4.021
890000000.000,-4.095
895000000.000,-4.174
900000000.000,-4.257
905000000.000,-4.343
910000000.000,-4.431
915000000.000,-4.522
920000000.000,-4.615
925000000.000,-4.709
930000000.000,-4.803
935000000.000,-4.897
940000000.000,-4.990
945000000.000,-5.082
950000000.000,-5.173
955000000.000,-5.261
960000000.000,-5.346
965000000.000,-5.428
970000000.000,-5.507
975000000.000,-5.582
980000000.000,-5.652
985000000.000,-5.717
990000000.000,-5.777
995000000.000,-5.832
1000000000.000,-5.881
1005000000.000,-5.924
1010000000.000,-5.960
1015000000.000,-5.991
1020000000.000,-6.015
1025000000.000,-6.032
1030000000.000,-6.042
1035000000.000,-6.045
1040000000.000,-6.042
1045000000.000,-6.031
1050000000.000,-6.014
1055000000.000,-5.989
1060000000.000,-5.958
1065000000.000,-5.920
1070000000.000,-5.875
1075000000.000,-5.824
1080000000.000,-5.766
1085000000.000,-5.702
1090000000.000,-5.632
1095000000.000,-5.555
1100000000.000,-5.473
1105000000.000,-5.386
1110000000.000,-5.293
1115000000.000,-5.195
1120000000.000,-5.092
1125000000.000,-4.984
1130000000.000,-4.872
1135000000.000,-4.756
1140000000.000,-4.635
1145000000.000,-4.511
1150000000.000,-4.383
1155000000.000,-4.252
1160000000.000,-4.118
1165000000.000,-3.980
1170000000.000,-3.840
1175000000.000,-3.698
1180000000.000,-3.553
1185000000.000,-3.406
1190000000.000,-3.256
1195000000.000,-3.105
1200000000.000,-2.953
1205000000.000,-2.798
1210000000.000,-2.643
1215000000.000,-2.486
1220000000.000,-2.328
1225000000.000,-2.169
1230000000.000,-2.009
1235000000.000,-1.849
1240000000.000,-1.687
1245000000.000,-1.526
1250000000.000,-1.364
1255000000.000,-1.201
1260000000.000,-1.039
1265000000.000,-0.876
1270000000.000,-0.713
1275000000.000,-0.551
1280000000.000,-0.388
1285000000.000,-0.226
1290000000.000,-0.064
1295000000.000,0.097
1300000000.000,0.258
1305000000.000,0.419
1310000000.000,0.579
1315000000.000,0.738
1320000000.000,0.897
1325000000.000,1.054
