0.000,0.000,0.000,0.000,180.000
1000000.000,-0.663,176.099,64.053,179.987
2000000.000,-1.327,-157.122,75.215,179.973
3000000.000,-1.990,-18.980,78.436,179.960
4000000.000,-2.653,-12.208,79.591,179.947
5000000.000,-3.316,-10.687,79.913,179.934
6000000.000,-3.978,-10.325,79.818,179.920
7000000.000,-4.641,-10.427,79.485,179.907
8000000.000,-5.303,-10.767,79.003,179.894
9000000.000,-5.965,-11.247,78.423,179.880
10000000.000,-6.626,-11.817,77.774,179.867
11000000.000,-7.287,-12.448,77.077,179.854
12000000.000,-7.948,-13.122,76.342,179.841
13000000.000,-8.608,-13.829,75.580,179.827
14000000.000,-9.268,-14.561,74.797,179.814
15000000.000,-9.927,-15.311,73.996,179.801
16000000.000,-10.586,-16.076,73.182,179.787
17000000.000,-11.244,-16.852,72.358,179.774
18000000.000,-11.901,-17.637,71.525,179.761
19000000.000,-12.558,-18.430,70.685,179.747
20000000.000,-13.214,-19.229,69.839,179.734
21000000.000,-13.869,-20.032,68.989,179.721
22000000.000,-14.524,-20.839,68.136,179.708
23000000.000,-15.177,-21.649,67.280,179.694
24000000.000,-15.830,-22.461,66.421,179.681
25000000.000,-16.482,-23.275,65.562,179.668
26000000.000,-17.133,-24.090,64.701,179.654
27000000.000,-17.784,-24.906,63.839,179.641
28000000.000,-18.433,-25.722,62.977,179.628
29000000.000,-19.081,-26.538,62.115,179.614
30000000.000,-19.729,-27.354,61.253,179.601
31000000.000,-20.375,-28.169,60.392,179.588
32000000.000,-21.021,-28.984,59.532,179.575
33000000.000,-21.665,-29.797,58.672,179.561
34000000.000,-22.308,-30.609,57.814,179.548
35000000.000,-22.951,-31.420,56.957,179.535
36000000.000,-23.592,-32.230,56.102,179.521
37000000.000,-24.232,-33.038,55.248,179.508
38000000.000,-24.871,-33.844,54.396,179.495
39000000.000,-25.509,-34.648,53.546,179.481
40000000.000,-26.145,-35.451,52.698,179.468
41000000.000,-26.781,-36.251,51.852,179.455
42000000.000,-27.415,-37.049,51.008,179.441
43000000.000,-28.048,-37.845,50.166,179.428
44000000.000,-28.680,-38.638,49.327,179.415
45000000.000,-29.311,-39.429,48.490,179.402
46000000.000,-29.941,-40.218,47.656,179.388
47000000.000,-30.569,-41.004,46.824,179.375
48000000.000,-31.196,-41.787,45.994,179.362
49000000.000,-31.822,-42.568,45.168,179.348
50000000.000,-32.447,-43.346,44.344,179.335
51000000.000,-33.071,-44.121,43.523,179.322
52000000.000,-33.693,-44.894,42.705,179.308
53000000.000,-34.314,-45.663,41.889,179.295
54000000.000,-34.934,-46.430,41.077,179.282
55000000.000,-35.553,-47.194,40.267,179.268
56000000.000,-36.170,-47.954,39.460,179.255
57000000.000,-36.786,-48.712,38.657,179.242
58000000.000,-37.401,-49.467,37.856,179.228
59000000.000,-38.015,-50.219,37.058,179.215
60000000.000,-38.628,-50.968,36.264,179.202
61000000.000,-39.239,-51.713,35.472,179.188
62000000.000,-39.849,-52.456,34.684,179.175
63000000.000,-40.458,-53.195,33.898,179.162
64000000.000,-41.066,-53.932,33.116,179.148
65000000.000,-41.673,-54.665,32.337,179.135
66000000.000,-42.278,-55.395,31.561,179.122
67000000.000,-42.883,-56.122,30.788,179.108
68000000.000,-43.486,-56.846,30.019,179.095
69000000.000,-44.088,-57.567,29.252,179.081
70000000.000,-44.688,-58.284,28.489,179.068
71000000.000,-45.288,-58.998,27.728,179.055
72000000.000,-45.887,-59.710,26.971,179.041
73000000.000,-46.484,-60.418,26.218,179.028
74000000.000,-47.080,-61.123,25.467,179.015
75000000.000,-47.675,-61.824,24.719,179.001
76000000.000,-48.269,-62.523,23.975,178.988
77000000.000,-48.862,-63.218,23.234,178.975
78000000.000,-49.454,-63.911,22.495,178.961
79000000.000,-50.045,-64.600,21.760,178.948
80000000.000,-50.635,-65.286,21.029,178.934
81000000.000,-51.224,-65.969,20.300,178.921
82000000.000,-51.812,-66.648,19.574,178.908
83000000.000,-52.398,-67.325,18.852,178.894
84000000.000,-52.984,-67.999,18.132,178.881
85000000.000,-53.569,-68.669,17.416,178.868
86000000.000,-54.152,-69.337,16.703,178.854
87000000.000,-54.735,-70.001,15.992,178.841
88000000.000,-55.317,-70.663,15.285,178.827
89000000.000,-55.898,-71.321,14.581,178.814
90000000.000,-56.478,-71.976,13.880,178.801
91000000.000,-57.057,-72.629,13.181,178.787
92000000.000,-57.635,-73.278,12.486,178.774
93000000.000,-58.212,-73.925,11.794,178.760
94000000.000,-58.788,-74.568,11.105,178.747
95000000.000,-59.363,-75.209,10.418,178.733
96000000.000,-59.938,-75.846,9.735,178.720
97000000.000,-60.511,-76.481,9.054,178.707
98000000.000,-61.084,-77.113,8.376,178.693
99000000.000,-61.656,-77.742,7.702,178.680
100000000.000,-62.227,-78.368,7.030,178.666
101000000.000,-62.797,-78.992,6.360,178.653
102000000.000,-63.367,-79.612,5.694,178.640
103000000.000,-63.936,-80.230,5.030,178.626
104000000.000,-64.504,-80.845,4.369,178.613
105000000.000,-65.071,-81.458,3.711,178.599
106000000.000,-65.637,-82.067,3.056,178.586
107000000.000,-66.203,-82.674,2.403,178.572
108000000.000,-66.768,-83.278,1.753,178.559
109000000.000,-67.332,-83.880,1.106,178.545
110000000.000,-67.895,-84.479,0.461,178.532
111000000.000,-68.458,-85.075,-0.181,178.519
112000000.000,-69.020,-85.669,-0.820,178.505
113000000.000,-69.582,-86.260,-1.457,178.492
114000000.000,-70.142,-86.849,-2.091,178.478
115000000.000,-70.703,-87.435,-2.723,178.465
116000000.000,-71.262,-88.018,-3.352,178.451
117000000.000,-71.821,-88.599,-3.979,178.438
118000000.000,-72.379,-89.178,-4.603,178.424
119000000.000,-72.937,-89.754,-5.225,178.411
120000000.000,-73.494,-90.327,-5.845,178.397
121000000.000,-74.050,-90.899,-6.462,178.384
122000000.000,-74.606,-91.467,-7.076,178.370
123000000.000,-75.161,-92.034,-7.688,178.357
124000000.000,-75.716,-92.598,-8.298,178.343
125000000.000,-76.270,-93.160,-8.905,178.330
126000000.000,-76.823,-93.719,-9.511,178.316
127000000.000,-77.376,-94.276,-10.113,178.303
