1.00000000000000000E8	-1.12397740176797134E-2
1.10000000000000009E8	-1.23096787231259630E-2
1.19999999999999996E8	-1.34029676223184047E-2
1.30000000000000004E8	-1.45215237412638953E-2
1.39999999999999991E8	-1.56672491884805587E-2
1.50000000000000000E8	-1.68418749206400831E-2
1.60000000000000009E8	-1.80468634526761385E-2
1.69999999999999996E8	-1.92833703144486845E-2
1.80000000000000004E8	-2.05522402169119323E-2
1.89999999999999991E8	-2.18540221313453031E-2
2.00000000000000000E8	-2.31889934239051954E-2
2.10000000000000009E8	-2.45571871839811440E-2
2.20000000000000018E8	-2.59584194488518083E-2
2.29999999999999982E8	-2.73923146167914755E-2
2.39999999999999991E8	-2.88583282864316670E-2
2.50000000000000000E8	-3.03557673072213507E-2
2.60000000000000009E8	-3.18838071211620555E-2
2.70000000000000018E8	-3.34415066230044422E-2
2.79999999999999982E8	-3.50278208281909764E-2
2.89999999999999991E8	-3.66416116474863074E-2
3.00000000000000000E8	-3.82816570555498803E-2
3.10000000000000009E8	-3.99466589109778436E-2
3.20000000000000018E8	-4.16352496575937447E-2
3.29999999999999982E8	-4.33459981021937146E-2
3.39999999999999991E8	-4.50774144386388542E-2
3.50000000000000000E8	-4.68279546548339987E-2
3.60000000000000009E8	-4.85960244449129597E-2
3.70000000000000018E8	-5.03799827206624862E-2
3.79999999999999982E8	-5.21781448039485340E-2
3.89999999999999991E8	-5.39887853664661410E-2
4.00000000000000000E8	-5.58101411716115869E-2
4.09999999999999964E8	-5.76404136609228779E-2
4.20000000000000018E8	-5.94777714240412436E-2
4.29999999999999982E8	-6.13203525791278903E-2
4.40000000000000036E8	-6.31662670885625666E-2
4.50000000000000000E8	-6.50135990302163069E-2
4.59999999999999964E8	-6.68604088381212325E-2
4.70000000000000018E8	-6.87047355261892090E-2
4.79999999999999982E8	-7.05445989054978639E-2
4.90000000000000036E8	-7.23780018026035599E-2
5.00000000000000000E8	-7.42029322857568197E-2
5.09999999999999964E8	-7.60173659046850414E-2
5.20000000000000018E8	-7.78192679485146854E-2
5.29999999999999982E8	-7.96065957246089528E-2
5.40000000000000036E8	-8.13773008614619009E-2
5.50000000000000000E8	-8.31293316397595206E-2
5.59999999999999964E8	-8.48606353513915934E-2
5.70000000000000018E8	-8.65691606887678056E-2
5.79999999999999982E8	-8.82528601679658564E-2
5.90000000000000036E8	-8.99096925840320260E-2
6.00000000000000000E8	-9.15376255032046515E-2
6.09999999999999964E8	-9.31346377892204913E-2
6.20000000000000018E8	-9.46987221693783709E-2
6.29999999999999982E8	-9.62278878372074864E-2
6.40000000000000036E8	-9.77201630972403201E-2
6.50000000000000000E8	-9.91735980481881185E-2
6.59999999999999964E8	-1.00586267309951549E-1
6.70000000000000018E8	-1.01956272793977964E-1
6.79999999999999982E8	-1.03281746516435202E-1
6.90000000000000036E8	-1.04560853458090852E-1
7.00000000000000000E8	-1.05791794471672729E-1
7.09999999999999964E8	-1.06972809236047217E-1
7.20000000000000018E8	-1.08102179260185016E-1
7.29999999999999982E8	-1.09178230937587739E-1
7.40000000000000036E8	-1.10199338653383028E-1
7.50000000000000000E8	-1.11163927943105567E-1
7.59999999999999964E8	-1.12070478707299559E-1
7.70000000000000018E8	-1.12917528480461637E-1
7.79999999999999982E8	-1.13703675758198153E-1
7.90000000000000036E8	-1.14427583382014797E-1
8.00000000000000000E8	-1.15087981982913190E-1
8.09999999999999964E8	-1.15683673485473038E-1
8.19999999999999929E8	-1.16213534674529506E-1
8.30000000000000071E8	-1.16676520823436847E-1
8.40000000000000036E8	-1.17071669386170440E-1
8.50000000000000000E8	-1.17398103752331684E-1
8.59999999999999964E8	-1.17655037069500845E-1
8.69999999999999929E8	-1.17841776129178699E-1
8.80000000000000071E8	-1.17957725319462980E-1
8.90000000000000036E8	-1.18002390643708033E-1
9.00000000000000000E8	-1.17975383805520218E-1
9.09999999999999964E8	-1.17876426358716957E-1
9.19999999999999929E8	-1.17705353926196188E-1
9.30000000000000071E8	-1.17462120478586818E-1
9.40000000000000036E8	-1.17146802683566809E-1
9.50000000000000000E8	-1.16759604310081988E-1
9.59999999999999964E8	-1.16300860701867848E-1
9.69999999999999929E8	-1.15771043303389942E-1
9.80000000000000071E8	-1.15170764248096891E-1
9.90000000000000036E8	-1.14500780994528450E-1
1.00000000000000000E9	-1.13762001020651748E-1
1.01000000000000001E9	-1.12955486555145534E-1
1.02000000000000002E9	-1.12082459361331832E-1
1.03000000000000003E9	-1.11144305549515399E-1
1.04000000000000004E9	-1.10142580424700109E-1
1.05000000000000004E9	-1.09079013359919674E-1
1.06000000000000005E9	-1.07955512682525079E-1
1.06999999999999984E9	-1.06774170577528049E-1
1.08000000000000007E9	-1.05537267982278316E-1
1.09000000000000008E9	-1.04247279478906085E-1
1.10000000000000009E9	-1.02906878163572335E-1
1.10999999999999988E9	-1.01518940483863807E-1
1.11999999999999988E9	-1.00086551028462578E-1
1.13000000000000012E9	-9.86130072631618404E-2
1.14000000000000012E9	-9.71018241848459773E-2
1.14999999999999991E9	-9.55567388864183798E-2
1.15999999999999992E9	-9.39817150107648303E-2
1.16999999999999993E9	-9.23809470776063080E-2
1.18000000000000016E9	-9.07588646522041564E-2
1.18999999999999995E9	-8.91201363435666494E-2
1.19999999999999996E9	-8.74696736062139557E-2
1.20999999999999996E9	-8.58126343101417532E-2
1.21999999999999997E9	-8.41544260614895911E-2
1.22999999999999998E9	-8.25007092362736572E-2
1.23999999999999999E9	-8.08573997042406667E-2
1.25000000000000000E9	-7.92306711931417329E-2
1.26000000000000001E9	-7.76269572744672764E-2
1.27000000000000002E9	-7.60529529242210955E-2
1.28000000000000003E9	-7.45156156145297377E-2
1.29000000000000004E9	-7.30221658998369172E-2
1.30000000000000004E9	-7.15800874556812694E-2
1.31000000000000005E9	-7.01971265110104437E-2
1.31999999999999984E9	-6.88812906361723432E-2
1.33000000000000007E9	-6.76408468313069111E-2
1.34000000000000008E9	-6.64843188600080293E-2
1.35000000000000009E9	-6.54204837756725688E-2
1.35999999999999988E9	-6.44583675802296874E-2
1.36999999999999988E9	-6.36072399543994838E-2
1.38000000000000012E9	-6.28766080040229625E-2
1.39000000000000012E9	-6.22762089531169849E-2
1.39999999999999991E9	-6.18160017174628074E-2
1.40999999999999992E9	-6.15061573034296494E-2
1.41999999999999993E9	-6.13570479472443431E-2
1.43000000000000016E9	-6.13792349413931504E-2
1.43999999999999995E9	-6.15834550727444441E-2
1.44999999999999996E9	-6.19806055990834714E-2
1.45999999999999996E9	-6.25817277069744726E-2
1.46999999999999997E9	-6.33979883571938441E-2
1.47999999999999998E9	-6.44406604859254983E-2
1.48999999999999999E9	-6.57211014468733179E-2
1.50000000000000000E9	-6.72507296803522436E-2
1.51000000000000001E9	-6.90409994934555993E-2
1.52000000000000002E9	-7.11033739311763302E-2
1.53000000000000003E9	-7.34492956554282816E-2
1.54000000000000004E9	-7.60901557791576266E-2
1.55000000000000004E9	-7.90372606173970205E-2
1.56000000000000005E9	-8.23017962926408764E-2
1.56999999999999984E9	-8.58947911565665123E-2
1.58000000000000007E9	-8.98270760056748507E-2
1.59000000000000008E9	-9.41092420361199622E-2
1.60000000000000009E9	-9.87515965393772355E-2
1.61000000000000010E9	-1.03764116308005927E-1
1.61999999999999988E9	-1.09156398745065486E-1
1.63000000000000012E9	-1.14937610688300085E-1
1.63999999999999990E9	-1.21116434943851847E-1
1.64999999999999991E9	-1.27701014555718873E-1
1.66000000000000014E9	-1.34698894838008565E-1
1.66999999999999993E9	-1.42116963199529933E-1
1.68000000000000016E9	-1.49961386825685472E-1
1.68999999999999995E9	-1.58237548241567927E-1
1.69999999999999996E9	-1.66949978868731175E-1
1.71000000000000019E9	-1.76102290584595056E-1
1.71999999999999997E9	-1.85697105447957034E-1
1.72999999999999998E9	-1.95735983611580489E-1
1.73999999999999977E9	-2.06219349572877197E-1
1.75000000000000000E9	-2.17146416841227907E-1
1.76000000000000023E9	-2.28515111160246764E-1
1.77000000000000002E9	-2.40321992392772144E-1
1.78000000000000003E9	-2.52562175195576355E-1
1.78999999999999981E9	-2.65229248643819204E-1
1.80000000000000004E9	-2.78315194897397511E-1
1.81000000000000005E9	-2.91810307097020116E-1
1.81999999999999984E9	-3.05703106606970110E-1
1.83000000000000007E9	-3.19980259749902363E-1
1.83999999999999986E9	-3.34626494198140723E-1
1.85000000000000009E9	-3.49624515160368521E-1
1.86000000000000010E9	-3.64954921511361974E-1
1.86999999999999988E9	-3.80596122034813344E-1
1.88000000000000012E9	-3.96524251920509885E-1
1.88999999999999990E9	-4.12713089694868263E-1
1.89999999999999991E9	-4.29133974738699830E-1
1.91000000000000014E9	-4.45755725599980046E-1
1.91999999999999993E9	-4.62544559284662249E-1
1.93000000000000016E9	-4.79464011753360886E-1
1.93999999999999995E9	-4.96474859888010300E-1
1.94999999999999996E9	-5.13535045202949725E-1
1.96000000000000019E9	-5.30599599677864386E-1
1.96999999999999997E9	-5.47620574108144886E-1
1.97999999999999998E9	-5.64546969475858251E-1
1.98999999999999977E9	-5.81324671969967621E-1
2.00000000000000000E9	-5.97896392399594845E-1
2.01000000000000023E9	-6.14201610909373219E-1
2.02000000000000002E9	-6.30176528156480931E-1
2.03000000000000025E9	-6.45754024317439068E-1
2.04000000000000004E9	-6.60863627644065588E-1
2.04999999999999982E9	-6.75431494714091141E-1
2.06000000000000005E9	-6.89380404883048836E-1
2.06999999999999984E9	-7.02629772183388290E-1
2.08000000000000007E9	-7.15095678515789590E-1
