0.000,0.000,0.000
0.100,2.463E-4,-6.937E-9
0.200,4.925E-4,-1.376E-8
0.500,0.001,-3.300E-8
1.400,0.003,-1.008E-7
4.100,0.009,-2.732E-7
12.200,0.026,3.247E-7
22.200,0.045,-3.239E-6
32.200,0.064,-5.347E-6
42.200,0.080,-5.196E-6
52.200,0.096,-4.885E-6
62.200,0.109,-3.153E-6
72.200,0.121,-8.787E-7
82.200,0.131,2.147E-7
92.200,0.138,3.284E-7
102.200,0.143,8.144E-7
112.200,0.146,1.309E-6
122.200,0.146,1.385E-6
132.200,0.143,1.009E-6
142.200,0.138,5.160E-8
152.200,0.131,-9.077E-7
162.200,0.121,-8.731E-7
172.200,0.110,4.087E-7
182.200,0.096,2.454E-6
192.200,0.081,4.522E-6
202.200,0.064,5.832E-6
212.200,0.047,6.114E-6
222.200,0.030,6.180E-6
232.200,0.015,6.420E-6
242.200,0.004,6.581E-6
252.200,-0.001,6.505E-6
262.200,-0.008,5.818E-6
272.200,-0.017,3.384E-6
282.200,-0.024,-2.655E-6
292.200,-0.031,-1.280E-5
302.200,-0.037,-2.677E-5
312.200,-0.043,-4.657E-5
322.200,-0.048,-7.182E-5
332.200,-0.053,-1.009E-4
342.200,-0.056,-1.393E-4
352.200,-0.058,-1.998E-4
362.200,-0.060,-3.153E-4
372.200,-0.060,-0.001
382.200,-0.059,-0.001
392.200,-0.058,-0.002
402.200,-0.055,-0.005
412.200,-0.051,-0.009
422.200,-0.046,-0.015
432.200,-0.041,-0.024
442.200,-0.035,-0.036
452.200,-0.028,-0.050
462.200,-0.021,-0.064
472.200,-0.014,-0.078
482.200,-0.009,-0.090
492.200,-0.005,-0.100
502.200,-0.002,-0.106
512.200,-0.001,-0.110
522.200,0.002,-0.113
532.200,0.006,-0.115
542.200,0.010,-0.117
552.200,0.013,-0.119
562.200,0.018,-0.122
572.200,0.023,-0.123
582.200,0.028,-0.120
592.200,0.035,-0.113
602.200,0.042,-0.099
612.200,0.048,-0.080
622.200,0.052,-0.055
632.200,0.055,-0.025
642.200,0.057,0.008
652.200,0.058,0.042
662.200,0.057,0.077
672.200,0.054,0.111
682.200,0.048,0.144
692.200,0.040,0.175
702.200,0.030,0.205
712.200,0.017,0.234
722.200,0.004,0.260
732.200,-0.010,0.284
742.200,-0.024,0.306
752.200,-0.038,0.323
762.200,-0.053,0.336
772.200,-0.068,0.344
782.200,-0.079,0.345
792.200,-0.088,0.340
802.200,-0.095,0.328
812.200,-0.100,0.309
822.200,-0.103,0.283
832.200,-0.103,0.251
842.200,-0.102,0.213
852.200,-0.100,0.170
862.200,-0.096,0.124
872.200,-0.092,0.074
882.200,-0.086,0.022
892.200,-0.077,-0.030
902.200,-0.065,-0.083
912.200,-0.052,-0.135
922.200,-0.038,-0.186
932.200,-0.025,-0.234
942.200,-0.012,-0.281
952.200,0.002,-0.324
962.200,0.015,-0.364
972.200,0.028,-0.399
982.200,0.041,-0.429
992.200,0.055,-0.452
1002.200,0.067,-0.469
1012.200,0.079,-0.478
1022.200,0.090,-0.480
1032.200,0.100,-0.473
1042.200,0.110,-0.458
1052.200,0.119,-0.435
1062.200,0.127,-0.405
1072.200,0.133,-0.368
1082.200,0.137,-0.324
1092.200,0.138,-0.274
1102.200,0.137,-0.219
1112.200,0.133,-0.158
1122.200,0.127,-0.093
1132.200,0.119,-0.026
1142.200,0.109,0.044
1152.200,0.097,0.115
1162.200,0.084,0.185
1172.200,0.069,0.253
1182.200,0.053,0.320
1192.200,0.036,0.382
1202.200,0.019,0.441
1212.200,0.002,0.493
1222.200,-0.015,0.538
1232.200,-0.032,0.575
1242.200,-0.048,0.603
1252.200,-0.063,0.620
1262.200,-0.077,0.626
1272.200,-0.089,0.620
1282.200,-0.100,0.602
1292.200,-0.108,0.574
1302.200,-0.113,0.534
1312.200,-0.116,0.484
1322.200,-0.116,0.425
1332.200,-0.114,0.358
1342.200,-0.110,0.285
1352.200,-0.103,0.206
1362.200,-0.094,0.123
1372.200,-0.083,0.037
1382.200,-0.071,-0.050
1392.200,-0.057,-0.137
1402.200,-0.042,-0.222
1412.200,-0.026,-0.304
1422.200,-0.008,-0.382
1432.200,0.010,-0.454
1442.200,0.028,-0.520
1452.200,0.046,-0.576
1462.200,0.063,-0.623
1472.200,0.080,-0.659
1482.200,0.096,-0.684
1492.200,0.110,-0.696
1502.200,0.124,-0.697
1512.200,0.135,-0.685
1522.200,0.145,-0.662
1532.200,0.152,-0.628
1542.200,0.157,-0.584
1552.200,0.159,-0.531
1562.200,0.159,-0.470
1572.200,0.156,-0.402
1582.200,0.151,-0.328
1592.200,0.143,-0.248
1602.200,0.133,-0.163
1612.200,0.121,-0.075
1622.200,0.107,0.015
1632.200,0.091,0.106
1642.200,0.073,0.197
1652.200,0.054,0.285
1662.200,0.034,0.370
1672.200,0.013,0.450
1682.200,-0.008,0.523
1692.200,-0.029,0.587
1702.200,-0.050,0.642
1712.200,-0.070,0.687
1722.200,-0.089,0.720
1732.200,-0.106,0.740
1742.200,-0.121,0.748
1752.200,-0.134,0.743
1762.200,-0.144,0.724
1772.200,-0.151,0.692
1782.200,-0.156,0.648
1792.200,-0.157,0.591
1802.200,-0.156,0.523
1812.200,-0.152,0.446
1822.200,-0.144,0.360
1832.200,-0.135,0.268
1842.200,-0.122,0.170
1852.200,-0.108,0.068
1862.200,-0.091,-0.035
1872.200,-0.073,-0.138
1882.200,-0.054,-0.239
1892.200,-0.033,-0.337
1902.200,-0.012,-0.429
1912.200,0.010,-0.514
1922.200,0.031,-0.590
1932.200,0.052,-0.655
1942.200,0.072,-0.709
1952.200,0.091,-0.749
1962.200,0.109,-0.776
1972.200,0.124,-0.788
1982.200,0.138,-0.787
1992.200,0.149,-0.771
2002.200,0.158,-0.742
2012.200,0.164,-0.701
2022.200,0.167,-0.648
2032.200,0.168,-0.584
2042.200,0.166,-0.511
2052.200,0.161,-0.429
2062.200,0.154,-0.340
2072.200,0.144,-0.246
2082.200,0.132,-0.147
2092.200,0.117,-0.044
2102.200,0.100,0.059
2112.200,0.081,0.162
2122.200,0.061,0.264
2132.200,0.039,0.361
2142.200,0.015,0.454
2152.200,-0.008,0.539
2162.200,-0.032,0.616
2172.200,-0.056,0.684
2182.200,-0.078,0.740
2192.200,-0.100,0.784
2202.200,-0.120,0.815
2212.200,-0.137,0.832
2222.200,-0.152,0.835
2232.200,-0.165,0.822
2242.200,-0.174,0.795
2252.200,-0.181,0.752
2262.200,-0.184,0.696
2272.200,-0.184,0.626
2282.200,-0.181,0.544
2292.200,-0.174,0.453
2302.200,-0.164,0.353
2312.200,-0.151,0.246
2322.200,-0.136,0.135
2332.200,-0.118,0.022
2342.200,-0.098,-0.093
2352.200,-0.076,-0.205
2362.200,-0.053,-0.315
2372.200,-0.029,-0.420
2382.200,-0.005,-0.519
2392.200,0.019,-0.609
2402.200,0.043,-0.688
2412.200,0.065,-0.755
2422.200,0.087,-0.809
2432.200,0.106,-0.847
2442.200,0.124,-0.870
2452.200,0.140,-0.877
2462.200,0.154,-0.868
2472.200,0.164,-0.844
2482.200,0.173,-0.805
2492.200,0.178,-0.753
2502.200,0.181,-0.689
2512.200,0.180,-0.613
2522.200,0.177,-0.528
2532.200,0.170,-0.434
2542.200,0.161,-0.334
2552.200,0.149,-0.227
2562.200,0.135,-0.117
2572.200,0.118,-0.005
2582.200,0.098,0.108
2592.200,0.077,0.220
2602.200,0.054,0.329
2612.200,0.030,0.433
2622.200,0.006,0.531
2632.200,-0.020,0.622
2642.200,-0.045,0.702
2652.200,-0.070,0.772
2662.200,-0.093,0.829
2672.200,-0.115,0.872
2682.200,-0.135,0.901
2692.200,-0.153,0.913
2702.200,-0.168,0.910
2712.200,-0.180,0.889
2722.200,-0.189,0.853
2732.200,-0.194,0.800
2742.200,-0.196,0.732
