0.000,0.000,0.000
0.100,4.438E-6,-1.387E-10
0.200,8.876E-6,-2.753E-10
0.500,2.219E-5,-6.599E-10
1.400,6.213E-5,-2.016E-9
4.100,1.948E-4,-5.464E-9
12.200,0.001,6.495E-9
22.200,0.001,-6.478E-8
32.200,0.002,-1.069E-7
42.200,0.002,-1.039E-7
52.200,0.003,-9.770E-8
62.200,0.003,-6.305E-8
72.200,0.003,-1.757E-8
82.200,0.004,4.294E-9
92.200,0.004,6.568E-9
102.200,0.004,1.629E-8
112.200,0.004,2.617E-8
122.200,0.004,2.769E-8
132.200,0.004,2.018E-8
142.200,0.004,1.032E-9
152.200,0.004,-1.815E-8
162.200,0.004,-1.746E-8
172.200,0.003,8.175E-9
182.200,0.003,4.909E-8
192.200,0.002,9.044E-8
202.200,0.002,1.166E-7
212.200,0.001,1.223E-7
222.200,0.001,1.236E-7
232.200,2.492E-4,1.284E-7
242.200,-4.699E-4,1.316E-7
252.200,-0.001,1.301E-7
262.200,-0.002,1.164E-7
272.200,-0.003,6.769E-8
282.200,-0.003,-5.310E-8
292.200,-0.004,-2.559E-7
302.200,-0.005,-5.355E-7
312.200,-0.005,-9.314E-7
322.200,-0.005,-1.436E-6
332.200,-0.006,-2.018E-6
342.200,-0.006,-2.787E-6
352.200,-0.006,-3.996E-6
362.200,-0.006,-6.306E-6
372.200,-0.006,-1.146E-5
382.200,-0.006,-2.300E-5
392.200,-0.005,-4.723E-5
402.200,-0.005,-9.355E-5
412.200,-0.004,-1.736E-4
422.200,-0.004,-2.997E-4
432.200,-0.003,-4.810E-4
442.200,-0.002,-0.001
452.200,-0.002,-0.001
462.200,-0.001,-0.001
472.200,-8.903E-5,-0.002
482.200,0.001,-0.002
492.200,0.002,-0.002
502.200,0.002,-0.002
512.200,0.003,-0.002
522.200,0.004,-0.002
532.200,0.005,-0.002
542.200,0.005,-0.002
552.200,0.006,-0.002
562.200,0.006,-0.002
572.200,0.006,-0.002
582.200,0.006,-0.002
592.200,0.006,-0.002
602.200,0.006,-0.002
612.200,0.006,-0.002
622.200,0.006,-0.001
632.200,0.005,-4.964E-4
642.200,0.005,1.581E-4
652.200,0.004,0.001
662.200,0.003,0.002
672.200,0.003,0.002
682.200,0.002,0.003
692.200,0.001,0.004
702.200,0.001,0.004
712.200,-1.519E-4,0.005
722.200,-0.001,0.005
732.200,-0.001,0.006
742.200,-0.002,0.006
752.200,-0.003,0.006
762.200,-0.003,0.007
772.200,-0.004,0.007
782.200,-0.004,0.007
792.200,-0.004,0.007
802.200,-0.005,0.007
812.200,-0.005,0.006
822.200,-0.005,0.006
832.200,-0.005,0.005
842.200,-0.005,0.004
852.200,-0.005,0.003
862.200,-0.005,0.002
872.200,-0.004,0.001
882.200,-0.004,4.432E-4
892.200,-0.004,-0.001
902.200,-0.003,-0.002
912.200,-0.003,-0.003
922.200,-0.002,-0.004
932.200,-0.001,-0.005
942.200,-0.001,-0.006
952.200,-4.712E-5,-0.006
962.200,0.001,-0.007
972.200,0.001,-0.008
982.200,0.002,-0.009
992.200,0.002,-0.009
1002.200,0.003,-0.009
1012.200,0.003,-0.010
1022.200,0.004,-0.010
1032.200,0.004,-0.009
1042.200,0.004,-0.009
1052.200,0.004,-0.009
1062.200,0.005,-0.008
1072.200,0.004,-0.007
1082.200,0.004,-0.006
1092.200,0.004,-0.005
1102.200,0.004,-0.004
1112.200,0.003,-0.003
1122.200,0.003,-0.002
1132.200,0.003,-0.001
1142.200,0.002,0.001
1152.200,0.001,0.002
1162.200,0.001,0.004
1172.200,3.156E-4,0.005
1182.200,-2.866E-4,0.006
1192.200,-0.001,0.008
1202.200,-0.001,0.009
1212.200,-0.002,0.010
1222.200,-0.003,0.011
1232.200,-0.003,0.012
1242.200,-0.004,0.012
1252.200,-0.004,0.012
1262.200,-0.004,0.013
1272.200,-0.004,0.012
1282.200,-0.005,0.012
1292.200,-0.005,0.011
1302.200,-0.005,0.011
1312.200,-0.005,0.010
1322.200,-0.005,0.009
1332.200,-0.004,0.007
1342.200,-0.004,0.006
1352.200,-0.004,0.004
1362.200,-0.004,0.002
1372.200,-0.003,0.001
1382.200,-0.003,-0.001
1392.200,-0.002,-0.003
1402.200,-0.002,-0.004
1412.200,-0.001,-0.006
1422.200,-4.328E-4,-0.008
1432.200,1.432E-4,-0.009
1442.200,0.001,-0.010
1452.200,0.001,-0.012
1462.200,0.002,-0.012
1472.200,0.002,-0.013
1482.200,0.003,-0.014
1492.200,0.003,-0.014
1502.200,0.003,-0.014
1512.200,0.004,-0.014
1522.200,0.004,-0.013
1532.200,0.004,-0.013
1542.200,0.004,-0.012
1552.200,0.004,-0.011
1562.200,0.004,-0.009
1572.200,0.004,-0.008
1582.200,0.003,-0.007
1592.200,0.003,-0.005
1602.200,0.003,-0.003
1612.200,0.002,-0.002
1622.200,0.002,3.003E-4
1632.200,0.001,0.002
1642.200,0.001,0.004
1652.200,2.700E-4,0.006
1662.200,-2.547E-4,0.007
1672.200,-0.001,0.009
1682.200,-0.001,0.010
1692.200,-0.002,0.012
1702.200,-0.002,0.013
1712.200,-0.003,0.014
1722.200,-0.003,0.014
1732.200,-0.003,0.015
1742.200,-0.004,0.015
1752.200,-0.004,0.015
1762.200,-0.004,0.014
1772.200,-0.004,0.014
1782.200,-0.004,0.013
1792.200,-0.004,0.012
1802.200,-0.004,0.010
1812.200,-0.004,0.009
1822.200,-0.003,0.007
1832.200,-0.003,0.005
1842.200,-0.003,0.003
1852.200,-0.002,0.001
1862.200,-0.002,-0.001
1872.200,-0.001,-0.003
1882.200,-0.001,-0.005
1892.200,-0.001,-0.007
1902.200,-1.234E-6,-0.009
1912.200,0.001,-0.010
1922.200,0.001,-0.012
1932.200,0.001,-0.013
1942.200,0.002,-0.014
1952.200,0.002,-0.015
1962.200,0.003,-0.016
1972.200,0.003,-0.016
1982.200,0.003,-0.016
1992.200,0.004,-0.015
2002.200,0.004,-0.015
